x	n	u	Events
0.6	-93.27	5.25	0.0
-1.42	-93.55	-6.68	0.0
-1.26	-93.77	-3.84	0.0
0.83	-93.66	-0.94	0.0
-0.33	-92.86	-1.02	0.0
-0.45	-93.89	3.03	0.0
-0.99	-93.7	-7.41	0.0
-1.65	-92.79	-1.28	0.0
-0.01	-93.19	3.15	0.0
-0.51	-92.83	4.07	0.0
-0.37	-91.52	5.49	0.0
0.13	-92.55	7.66	0.0
0.07	-91.78	2.96	0.0
0.56	-92.31	0.85	0.0
-0.33	-92.95	6.25	0.0
-0.13	-91.42	6.83	0.0
-0.24	-92.89	-4.71	0.0
-1.14	-93.33	-1.43	0.0
0.58	-92.74	0.83	0.0
1.11	-93.69	4.46	0.0
1.55	-94.82	7.23	0.0
-1.46	-93.49	-5.86	0.0
-0.11	-91.62	2.21	0.0
0.13	-92.44	2.68	0.0
-0.24	-91.59	0.62	0.0
0.15	-92.28	1.51	0.0
-0.4	-91.02	5.54	0.0
1.2	-89.4	3.55	0.0
0.75	-89.47	14.23	0.0
0.71	-90.36	7.88	0.0
-0.15	-92.5	1.8	1.0
-0.91	-91.15	1.27	1.0
1.37	-92.25	0.94	1.0
-0.42	-91.88	4.71	1.0
-0.89	-91.72	2.64	1.0
4.63	-94.9	7.82	1.0
-3.13	-94.57	-0.73	1.0
-0.43	-91.7	2.67	1.0
0.61	-92.31	6.51	1.0
-0.72	-92.58	-2.03	1.0
-0.33	-92.05	-2.03	1.0
-0.6	-92.3	-4.9	1.0
0.23	-92.28	-7.94	1.0
-1.07	-91.78	-4.5	1.0
-0.25	-91.99	-3.24	1.0
-2.91	-92.8	-3.83	1.0
0.27	-92.95	7.92	1.0
-0.79	-93.99	-1.87	1.0
-1.93	-92.47	5.34	1.0
-0.19	-92.73	0.61	1.0
-1.47	-92.93	-2.26	1.0
0.55	-92.48	2.46	1.0
1.58	-92.08	4.16	1.0
4.76	-90.87	3.04	1.0
8.97	-89.91	6.34	1.0
13.51	-90.94	7.97	1.0
15.59	-94.03	6.93	1.0
16.98	-94.74	9.37	1.0
18.63	-96.18	9.93	1.0
20.12	-96.94	11.92	1.0
19.42	-97.29	8.48	1.0
20.44	-96.8	9.06	1.0
20.35	-97.08	12.95	1.0
21.35	-98.7	8.35	1.0
22.0	-98.91	11.48	1.0
20.47	-98.34	9.2	1.0
16.45	-99.78	4.22	1.0
21.58	-97.67	7.6	1.0
22.06	-98.52	7.46	1.0
21.88	-97.85	10.42	1.0
22.17	-98.56	7.75	1.0
21.56	-99.9	7.67	1.0
20.68	-99.08	6.61	1.0
20.93	-99.3	2.86	1.0
21.15	-99.17	8.87	1.0
20.95	-98.41	5.69	1.0
20.85	-98.31	5.99	1.0
20.93	-98.48	4.69	1.0
21.25	-98.74	4.88	1.0
20.78	-97.44	2.03	0.0
21.03	-98.37	10.19	0.0
20.96	-100.07	5.06	0.0
19.96	-101.06	8.1	0.0
18.94	-98.97	3.63	0.0
21.58	-98.61	-0.32	0.0
20.8	-98.84	8.25	0.0
19.71	-99.4	8.51	0.0
18.42	-99.47	9.17	0.0
20.42	-98.04	5.87	0.0
19.77	-98.33	5.93	0.0
19.72	-98.68	6.63	0.0
21.21	-97.49	9.68	0.0
19.13	-97.45	6.32	0.0
19.33	-99.67	5.72	0.0
21.13	-97.1	13.36	0.0
19.09	-97.99	-0.13	0.0
19.19	-98.89	2.56	0.0
23.8	-99.65	0.78	0.0
22.23	-97.85	1.78	0.0
18.23	-96.32	5.94	0.0
17.39	-98.24	2.01	0.0
18.11	-97.0	2.97	0.0
19.0	-96.73	3.38	0.0
18.68	-95.41	11.6	0.0
17.88	-95.12	3.53	0.0
17.46	-97.3	7.13	0.0
16.72	-97.49	2.16	0.0
18.59	-98.35	-0.06	0.0
18.85	-97.36	2.95	0.0
18.32	-97.96	3.69	0.0
17.84	-97.93	1.72	0.0
17.66	-97.17	3.75	0.0
18.87	-97.88	5.48	0.0
18.26	-97.04	5.25	0.0
17.98	-95.25	11.41	0.0
18.1	-96.15	4.57	0.0
18.42	-96.45	8.13	0.0
15.55	-95.44	7.18	0.0
20.07	-94.78	6.24	0.0
18.01	-97.38	3.74	0.0
17.39	-96.94	5.67	0.0
19.16	-97.92	4.16	0.0
18.89	-98.04	5.7	1.0
19.13	-96.97	10.21	1.0
19.8	-97.01	6.42	1.0
17.69	-97.22	9.93	1.0
17.8	-98.51	-2.09	1.0
20.79	-96.79	5.03	1.0
18.11	-97.54	5.08	1.0
20.34	-97.71	5.43	1.0
19.72	-96.33	-1.04	1.0
20.93	-96.72	3.33	1.0
21.39	-97.8	5.3	1.0
19.23	-96.42	9.1	1.0
21.26	-98.76	2.22	1.0
21.41	-97.51	6.64	1.0
21.98	-97.72	6.54	1.0
21.72	-98.3	7.58	1.0
23.05	-96.76	7.99	1.0
22.53	-98.97	4.9	1.0
20.83	-95.8	8.71	1.0
21.66	-96.58	6.66	1.0
21.27	-96.28	6.6	1.0
22.02	-96.3	7.72	1.0
24.12	-96.02	6.3	1.0
23.37	-99.18	6.48	1.0
24.96	-96.96	9.9	0.0
24.72	-96.71	3.86	0.0
28.76	-97.47	2.77	0.0
26.74	-95.94	3.82	0.0
29.83	-97.35	7.02	0.0
21.14	-97.66	1.27	0.0
21.18	-96.3	0.0	0.0
23.6	-96.19	-0.76	0.0
22.8	-96.64	3.18	0.0
25.2	-96.56	0.18	0.0
26.14	-97.78	4.84	0.0
23.53	-96.42	4.11	0.0
25.13	-94.86	6.58	0.0
23.44	-95.34	4.84	0.0
21.68	-95.99	2.22	0.0
20.48	-96.76	-2.74	0.0
20.81	-96.02	-2.87	0.0
22.05	-97.33	2.85	0.0
25.28	-97.5	3.06	0.0
22.79	-96.94	-0.27	0.0
22.0	-95.33	-4.02	0.0
21.79	-96.09	-1.47	0.0
22.43	-95.18	2.0	0.0
22.72	-94.08	1.61	0.0
22.46	-94.21	-0.85	0.0
23.18	-92.58	2.26	0.0
24.07	-94.52	7.95	0.0
24.31	-93.56	4.35	0.0
21.32	-95.52	3.37	0.0
27.52	-96.07	-6.78	0.0
22.52	-93.98	4.27	0.0
22.99	-96.49	1.89	0.0
20.66	-95.42	2.66	0.0
21.98	-95.1	5.6	0.0
22.81	-94.9	6.26	0.0
22.16	-95.1	3.35	0.0
22.43	-95.03	5.1	0.0
26.72	-98.6	9.02	0.0
24.45	-94.44	9.11	0.0
27.11	-95.32	-3.97	0.0
25.33	-96.2	4.41	0.0
29.75	-96.14	2.07	0.0
21.72	-93.86	-0.81	0.0
21.62	-95.14	-3.77	0.0
22.84	-95.11	-3.88	0.0
25.33	-95.35	1.8	0.0
23.19	-95.11	-3.65	0.0
23.22	-94.46	-4.21	0.0
22.86	-94.49	-1.47	0.0
23.99	-94.44	-1.52	0.0
25.13	-96.09	-4.13	0.0
24.34	-94.01	-4.02	0.0
27.56	-95.38	5.12	0.0
27.84	-95.79	12.87	0.0
27.7	-95.88	1.36	0.0
23.76	-94.11	-6.29	0.0
23.98	-93.31	0.0	0.0
22.16	-94.25	-1.79	0.0
21.71	-94.24	-6.06	0.0
22.34	-95.2	-6.18	0.0
18.82	-95.27	0.36	0.0
22.97	-93.6	1.93	0.0
22.99	-95.23	5.69	0.0
22.95	-94.03	-5.63	0.0
22.78	-95.25	-3.84	0.0
22.56	-94.85	-3.18	0.0
22.4	-95.48	0.27	0.0
22.13	-93.77	2.16	0.0
22.97	-93.61	-2.78	0.0
22.27	-93.11	-2.19	0.0
22.55	-96.51	-12.13	0.0
22.01	-93.77	0.38	0.0
22.46	-92.78	2.06	0.0
21.13	-93.97	1.13	0.0
21.59	-92.9	0.02	0.0
19.85	-93.68	-1.5	0.0
20.72	-92.98	6.69	0.0
23.02	-93.31	4.96	0.0
18.94	-91.75	-0.33	0.0
23.69	-91.87	4.69	0.0
25.61	-94.82	-6.15	0.0
20.13	-91.99	-3.75	0.0
21.04	-91.78	-0.33	0.0
21.29	-92.38	-3.86	0.0
20.92	-91.81	2.12	0.0
20.46	-92.89	3.19	0.0
20.23	-93.61	-2.65	0.0
18.73	-93.38	-4.52	0.0
19.73	-92.12	3.48	0.0
20.36	-92.37	-0.04	0.0
20.9	-92.45	-6.23	0.0
20.96	-93.66	2.45	0.0
17.59	-90.6	-0.71	0.0
16.71	-93.33	3.42	0.0
20.3	-93.43	2.42	0.0
19.42	-93.21	-2.81	0.0
23.14	-91.82	-9.31	0.0
21.05	-93.0	-0.96	0.0
23.37	-93.04	2.2	0.0
20.82	-91.18	-6.87	0.0
19.91	-92.14	-2.35	0.0
19.36	-92.34	1.72	0.0
19.39	-92.89	0.56	0.0
24.61	-90.86	2.18	0.0
22.06	-92.07	3.66	0.0
21.27	-91.79	6.05	0.0
23.68	-92.33	-0.96	0.0
25.43	-92.04	3.25	0.0
21.2	-91.6	-5.79	0.0
21.66	-93.25	-3.48	0.0
21.53	-92.63	-1.68	0.0
21.03	-93.0	-5.25	0.0
21.11	-92.54	-2.29	0.0
21.66	-92.07	-2.41	0.0
20.07	-92.58	2.14	0.0
19.89	-91.84	-0.42	0.0
18.83	-93.07	-3.95	0.0
19.02	-92.28	-1.26	0.0
19.22	-92.49	-3.47	0.0
19.74	-92.35	-4.71	0.0
18.28	-92.24	-3.65	0.0
21.8	-92.74	-2.55	0.0
20.69	-91.91	1.87	0.0
20.77	-94.12	3.84	0.0
17.83	-92.07	1.67	0.0
20.14	-93.03	-3.16	0.0
19.74	-91.89	2.7	0.0
16.76	-92.52	-4.25	0.0
17.99	-91.54	4.83	0.0
18.33	-91.75	-0.87	0.0
19.4	-90.65	0.61	0.0
19.99	-90.96	4.33	0.0
19.16	-89.46	6.64	0.0
18.57	-89.71	2.89	0.0
20.76	-91.26	11.3	0.0
22.04	-90.95	4.25	0.0
22.05	-90.59	1.49	0.0
18.61	-89.63	5.94	0.0
18.26	-89.13	4.56	0.0
18.73	-89.49	11.27	0.0
18.73	-90.34	6.94	0.0
18.11	-88.81	10.22	0.0
18.66	-89.14	4.88	0.0
17.9	-90.33	6.75	0.0
17.85	-88.08	2.78	0.0
16.69	-89.11	5.01	0.0
18.17	-90.75	2.16	0.0
17.99	-89.76	-4.64	0.0
18.07	-89.77	1.03	0.0
17.51	-89.17	3.78	0.0
18.06	-87.57	8.61	0.0
17.64	-87.88	9.36	0.0
17.97	-87.38	7.65	0.0
17.21	-88.69	7.81	0.0
17.2	-89.8	9.21	0.0
18.09	-88.13	10.64	0.0
15.71	-87.36	12.15	0.0
15.11	-88.42	7.72	0.0
16.34	-87.35	7.39	0.0
16.48	-87.95	5.06	0.0
16.51	-87.95	11.87	0.0
15.63	-86.4	11.62	0.0
14.91	-88.87	5.69	0.0
15.77	-87.06	7.19	0.0
11.69	-89.12	5.59	0.0
16.05	-87.97	8.94	0.0
16.9	-87.99	6.32	0.0
16.26	-87.75	8.74	0.0
16.75	-86.67	9.54	0.0
16.05	-89.32	5.24	0.0
15.56	-88.08	10.87	0.0
15.81	-87.56	5.9	0.0
13.85	-87.73	5.91	0.0
16.21	-87.26	1.5	0.0
16.08	-88.52	10.8	0.0
13.44	-85.83	8.01	0.0
17.41	-87.35	14.63	0.0
14.95	-87.06	10.1	0.0
16.26	-85.7	4.85	0.0
16.75	-86.34	8.69	0.0
19.85	-87.87	16.31	0.0
15.15	-86.61	8.12	0.0
15.1	-86.32	9.61	0.0
15.42	-85.65	11.06	0.0
15.09	-87.34	3.91	0.0
14.82	-86.8	2.35	0.0
15.85	-86.56	5.19	0.0
14.45	-85.66	3.31	0.0
14.62	-86.58	9.21	0.0
13.78	-87.2	5.1	0.0
13.27	-85.09	1.72	0.0
16.28	-85.41	2.57	0.0
13.89	-85.16	4.5	0.0
14.64	-85.41	2.86	0.0
15.92	-85.18	6.42	0.0
15.09	-86.45	6.18	0.0
14.97	-86.17	7.25	0.0
16.07	-87.55	3.37	0.0
15.06	-86.56	5.91	0.0
14.77	-85.13	9.46	0.0
16.76	-85.66	6.59	0.0
16.68	-83.8	-2.06	0.0
13.29	-84.47	2.18	0.0
13.08	-85.62	3.25	0.0
14.2	-84.99	2.28	0.0
14.07	-84.19	2.82	0.0
13.86	-83.74	3.06	0.0
15.17	-85.17	-0.02	0.0
14.63	-85.4	-0.35	0.0
18.13	-86.09	2.15	0.0
14.29	-85.55	2.21	0.0
13.21	-84.33	-1.47	0.0
13.54	-83.99	4.07	0.0
12.63	-83.65	7.15	0.0
13.93	-84.49	9.05	0.0
12.97	-83.42	7.81	0.0
14.18	-84.17	7.24	0.0
14.07	-84.77	8.3	0.0
11.86	-86.2	6.03	0.0
13.2	-85.18	6.02	0.0
14.59	-83.31	7.23	0.0
14.12	-84.32	2.87	0.0
14.37	-82.5	4.07	0.0
12.32	-84.23	10.79	0.0
12.88	-83.3	8.4	0.0
12.32	-83.28	4.34	0.0
11.99	-83.71	7.42	0.0
11.48	-83.14	9.51	0.0
12.29	-83.03	8.65	0.0
13.33	-83.18	11.97	0.0
11.51	-82.07	9.42	0.0
11.47	-83.68	13.15	0.0
11.27	-83.97	1.95	0.0
13.38	-83.27	14.35	0.0
8.69	-85.7	17.77	0.0
11.48	-82.62	3.1	0.0
11.04	-83.67	8.38	0.0
11.45	-83.52	1.48	0.0
11.71	-84.79	5.63	0.0
11.62	-83.93	4.24	0.0
10.72	-83.07	5.26	0.0
11.73	-82.96	3.32	0.0
10.31	-81.36	13.05	0.0
11.25	-81.93	2.94	0.0
8.92	-82.57	0.31	0.0
10.23	-82.77	5.45	0.0
9.9	-82.22	4.32	0.0
10.42	-82.33	6.97	0.0
11.25	-82.41	5.98	0.0
10.09	-81.98	7.0	0.0
8.93	-82.56	3.14	0.0
9.79	-84.24	6.74	0.0
10.58	-80.83	7.69	0.0
9.08	-80.95	3.16	0.0
8.55	-81.79	9.82	0.0
10.97	-79.4	15.78	0.0
9.35	-80.58	13.23	0.0
7.85	-79.6	3.81	0.0
9.32	-83.13	1.61	0.0
9.96	-81.24	3.1	0.0
13.37	-81.15	2.34	0.0
10.21	-81.79	7.48	0.0
5.29	-84.72	3.22	0.0
7.57	-82.89	1.28	0.0
8.8	-81.13	6.09	0.0
10.41	-80.45	5.01	0.0
8.61	-80.87	1.25	0.0
8.14	-81.81	6.11	0.0
8.72	-80.17	1.75	0.0
8.03	-81.94	-0.72	0.0
7.63	-82.03	0.76	0.0
6.52	-82.42	-8.43	0.0
7.65	-82.25	-0.18	0.0
5.96	-82.02	-1.87	0.0
6.62	-81.12	1.49	0.0
7.95	-80.25	2.57	0.0
6.53	-80.8	8.64	0.0
6.37	-81.47	1.24	0.0
7.47	-80.72	3.75	0.0
8.46	-81.8	1.81	0.0
6.47	-82.03	2.08	0.0
6.3	-82.2	-3.87	0.0
6.54	-81.19	-1.05	0.0
6.91	-80.24	0.96	0.0
6.83	-81.15	1.2	0.0
6.22	-80.71	5.77	0.0
7.09	-82.4	3.86	0.0
7.26	-81.45	2.46	0.0
5.89	-81.55	0.81	0.0
4.97	-80.73	-1.08	0.0
6.04	-80.66	-3.65	0.0
5.35	-80.53	-0.31	0.0
5.24	-79.63	2.55	0.0
4.41	-79.58	-5.09	0.0
5.68	-80.15	2.44	0.0
5.23	-79.92	-5.01	0.0
5.42	-80.75	4.04	0.0
5.3	-79.56	2.47	0.0
5.05	-79.45	6.25	0.0
6.07	-79.8	5.27	0.0
4.45	-80.82	4.34	0.0
3.98	-79.99	1.64	0.0
4.48	-79.74	2.47	0.0
4.8	-80.58	3.17	0.0
5.43	-80.87	1.86	0.0
4.31	-80.33	-0.34	0.0
5.6	-79.55	0.13	0.0
4.03	-81.31	1.69	0.0
4.98	-80.74	0.45	0.0
2.76	-79.71	-0.51	0.0
4.39	-82.14	5.08	0.0
2.95	-80.47	-6.54	0.0
2.36	-80.64	1.22	0.0
2.81	-80.71	1.25	0.0
3.0	-77.0	-4.39	0.0
4.19	-78.36	-2.93	0.0
4.45	-79.9	2.19	0.0
3.85	-80.12	5.32	0.0
3.72	-80.88	-0.23	0.0
3.43	-80.45	4.37	0.0
2.73	-80.53	2.83	0.0
4.39	-81.02	0.53	0.0
4.44	-79.63	6.47	0.0
2.82	-80.09	3.4	0.0
2.98	-81.61	6.22	0.0
3.02	-80.01	-5.93	0.0
3.48	-80.77	0.85	0.0
3.56	-81.37	0.93	0.0
3.11	-79.48	11.8	0.0
2.92	-79.94	2.12	0.0
5.26	-80.54	9.95	0.0
3.7	-79.47	1.19	0.0
3.25	-78.79	2.81	0.0
4.54	-78.85	6.09	0.0
4.3	-79.89	10.19	0.0
1.28	-78.08	11.16	0.0
0.68	-77.96	8.13	0.0
0.56	-77.05	8.34	0.0
2.77	-78.25	7.65	0.0
2.9	-78.98	6.84	0.0
4.05	-78.55	3.74	0.0
2.99	-79.8	-4.96	0.0
2.01	-77.48	-3.14	0.0
2.53	-79.09	-4.57	0.0
2.97	-79.68	-4.22	0.0
3.2	-77.75	3.91	0.0
1.99	-78.59	3.03	0.0
1.58	-77.39	-2.1	0.0
2.83	-77.94	1.81	0.0
2.59	-77.71	0.44	0.0
2.46	-77.66	-1.72	0.0
3.24	-76.33	-0.82	0.0
3.5	-75.92	1.9	0.0
3.12	-77.44	0.07	0.0
3.14	-78.29	7.92	0.0
2.34	-77.75	3.33	0.0
0.13	-78.74	-1.04	0.0
3.55	-77.49	-3.67	0.0
4.13	-76.89	1.51	0.0
1.78	-77.25	1.41	0.0
1.01	-78.18	-6.16	0.0
3.66	-75.09	-3.29	0.0
0.21	-75.57	-8.49	0.0
0.94	-76.94	-6.21	0.0
0.51	-76.05	-6.14	0.0
0.79	-76.76	-5.33	0.0
1.82	-76.3	-4.9	0.0
2.55	-76.39	-1.91	0.0
2.19	-76.05	-3.86	0.0
2.93	-76.93	1.9	0.0
1.89	-75.88	2.48	0.0
1.85	-76.4	-2.07	0.0
0.92	-75.28	-3.11	0.0
1.37	-75.58	-5.29	0.0
2.77	-75.6	-1.16	0.0
3.28	-76.1	-10.78	0.0
2.53	-75.72	-0.67	0.0
3.09	-76.71	-3.31	0.0
1.82	-75.86	-6.9	0.0
1.95	-74.0	-3.74	0.0
1.98	-75.18	-1.6	0.0
2.49	-75.05	-2.66	0.0
3.61	-74.41	-1.51	0.0
2.54	-73.94	2.56	0.0
0.39	-72.41	0.83	0.0
3.35	-74.89	-3.43	0.0
5.91	-74.21	2.92	0.0
2.37	-73.99	0.6	0.0
2.34	-74.72	1.23	0.0
3.33	-74.37	0.28	0.0
7.4	-73.69	4.24	0.0
4.92	-73.14	-2.27	0.0
2.01	-72.42	1.42	0.0
5.29	-72.49	-2.83	0.0
2.44	-72.65	-5.53	0.0
5.11	-74.84	-0.89	0.0
1.44	-73.34	-2.43	0.0
0.68	-73.09	-0.74	0.0
1.76	-72.66	-2.0	0.0
0.96	-72.79	-6.67	0.0
0.99	-73.13	-3.79	0.0
1.81	-73.81	-2.25	0.0
1.25	-73.4	-0.51	0.0
3.86	-73.2	1.58	0.0
0.08	-72.93	0.11	0.0
4.43	-71.8	-1.86	0.0
0.6	-71.98	-6.06	0.0
2.38	-73.99	-9.63	0.0
0.18	-72.87	-5.26	0.0
0.31	-72.39	-5.28	0.0
0.44	-72.12	-3.36	0.0
0.53	-71.99	1.87	0.0
0.18	-72.34	-0.34	0.0
-0.21	-71.92	-0.9	0.0
-0.6	-72.58	-3.29	0.0
-0.8	-71.54	-3.58	0.0
-1.92	-71.39	0.73	0.0
-0.21	-69.61	-0.67	0.0
-2.33	-72.18	-3.0	0.0
-0.3	-70.81	-4.51	0.0
-2.26	-72.27	-6.04	0.0
-1.81	-70.36	-5.89	0.0
-1.56	-70.38	-3.06	0.0
-1.69	-70.37	1.65	0.0
-1.03	-70.44	-2.19	0.0
-1.51	-70.75	-2.26	0.0
-1.13	-71.27	1.89	0.0
-1.32	-69.65	-2.18	0.0
1.14	-70.46	2.81	0.0
0.46	-72.34	4.53	0.0
1.0	-70.56	6.54	0.0
-1.45	-69.4	-6.54	0.0
-2.09	-70.37	-2.84	0.0
2.56	-73.19	12.8	0.0
-3.88	-68.2	6.61	0.0
-2.45	-68.74	-2.21	0.0
-3.97	-70.46	-1.16	0.0
-3.22	-69.65	-1.23	0.0
-3.61	-67.64	-0.43	0.0
-3.78	-69.68	-3.45	0.0
-3.1	-70.6	-4.1	0.0
-3.76	-69.72	-3.29	0.0
-3.53	-69.61	0.92	0.0
-2.19	-68.87	2.65	0.0
-1.69	-69.09	1.23	0.0
-1.82	-68.77	-4.49	0.0
-2.09	-68.27	-3.67	0.0
-3.77	-69.81	-0.85	0.0
-4.03	-69.31	-0.38	0.0
-2.81	-69.04	0.89	0.0
-2.83	-68.61	0.13	0.0
-2.7	-68.81	0.22	0.0
-3.1	-69.12	-4.14	0.0
-2.7	-69.24	-1.63	0.0
-2.57	-68.61	-5.23	0.0
-2.24	-69.53	-2.01	0.0
-1.07	-67.42	-9.02	0.0
-3.2	-69.21	-0.53	0.0
-4.23	-69.04	-7.94	0.0
-2.78	-69.1	-2.95	0.0
-2.61	-69.04	-4.79	0.0
-2.64	-67.16	-2.14	0.0
-2.51	-67.32	-3.64	0.0
-2.11	-68.15	-3.66	0.0
-2.92	-68.81	-5.9	0.0
-3.46	-68.66	-4.59	0.0
-0.76	-67.81	-6.82	0.0
-1.1	-69.43	-1.28	0.0
-2.81	-67.97	-3.32	0.0
-3.45	-67.11	-5.0	0.0
-4.62	-68.2	-3.34	0.0
-2.9	-67.22	0.39	0.0
-3.6	-67.53	2.1	0.0
-3.53	-68.92	-2.99	0.0
-4.36	-68.56	3.6	0.0
-2.64	-68.41	-2.38	0.0
-2.13	-67.21	-2.06	0.0
-1.85	-68.16	-3.68	0.0
-2.06	-67.28	6.18	0.0
-1.11	-69.42	0.88	0.0
-1.64	-67.73	6.62	0.0
-0.03	-69.21	7.71	0.0
-2.94	-66.48	4.11	0.0
-3.41	-67.82	-2.74	0.0
-4.1	-67.1	1.58	0.0
-2.76	-66.39	2.96	0.0
-4.39	-66.43	-1.88	0.0
-3.04	-66.77	-3.85	0.0
-2.91	-65.8	3.08	0.0
-1.97	-66.3	3.36	0.0
-1.98	-66.0	3.78	0.0
-2.1	-65.18	5.25	0.0
-0.63	-66.24	4.22	0.0
-1.68	-62.87	-3.77	0.0
-2.82	-65.86	-2.45	0.0
-1.92	-66.17	-0.96	0.0
-1.84	-65.55	2.58	0.0
-2.31	-64.96	11.19	0.0
-2.97	-65.52	3.98	0.0
-2.7	-65.67	1.31	0.0
-2.63	-66.27	3.27	0.0
-4.15	-63.9	3.78	0.0
-4.08	-64.71	5.58	0.0
-3.55	-64.09	1.74	0.0
-3.56	-64.36	0.56	0.0
-3.73	-63.88	1.81	0.0
-2.87	-64.87	-0.76	0.0
-1.79	-64.62	-3.55	0.0
-3.82	-65.17	0.04	0.0
-2.93	-63.84	-1.74	0.0
-2.16	-64.86	6.98	0.0
-4.11	-63.83	6.69	0.0
-1.99	-64.36	9.93	0.0
-5.53	-66.22	-3.37	0.0
-3.99	-63.51	4.29	0.0
-3.77	-63.75	9.42	0.0
-4.58	-64.43	10.53	0.0
-3.47	-65.01	-0.34	0.0
-3.19	-64.68	12.61	0.0
-4.46	-63.74	4.12	0.0
0.21	-64.14	7.39	0.0
-4.12	-63.2	12.27	0.0
-1.8	-63.09	6.82	0.0
-4.16	-62.83	5.74	0.0
-4.7	-63.51	6.81	0.0
-4.09	-63.97	17.57	0.0
-4.45	-62.94	11.15	0.0
-5.23	-63.77	8.07	0.0
-5.92	-62.39	10.38	0.0
-6.22	-62.66	4.99	0.0
-4.92	-62.61	6.73	0.0
-6.86	-62.38	-1.69	0.0
-4.69	-62.14	3.68	0.0
-5.7	-61.2	8.85	0.0
-6.46	-62.54	5.11	0.0
-4.41	-62.02	6.78	0.0
-4.37	-62.47	7.74	0.0
-5.8	-62.25	6.67	0.0
-4.24	-63.62	9.51	0.0
-8.61	-64.2	5.68	0.0
-7.24	-61.92	-1.57	0.0
-7.64	-60.01	0.33	0.0
-7.03	-61.8	3.03	0.0
-6.18	-61.36	6.5	0.0
-6.6	-61.14	6.45	0.0
-5.72	-61.26	1.74	0.0
-8.29	-62.49	-0.5	0.0
-7.3	-60.85	3.14	0.0
-9.18	-60.36	-0.74	0.0
-6.56	-60.97	1.09	0.0
-7.61	-60.66	5.51	0.0
-6.39	-60.24	3.73	0.0
-6.78	-61.68	0.78	0.0
-5.77	-61.41	3.55	0.0
-6.03	-60.63	-5.84	0.0
-6.83	-59.92	2.94	0.0
